4934.45763734882,4896.95036344892,4860.22467478536,4824.61197263078,4790.40857006909,4757.8720364594,4727.21849434127,4698.62091957719,4672.2084773165,4648.06691138351,4626.23999232343,4606.73201814773,4589.51134967232,4574.51494664088,4561.65384888081,4550.81951624921,4541.89090074425,4534.74207405194,4529.25017610864,4525.30338932147,4522.80858533238,4521.69824466719,4521.93622302519,4523.5219396154,4526.49259929658,4530.92313470283,4536.92366631396,4544.63442223384,4554.21822544924,4565.85083102035,4579.70956312598,4595.96084574486,4614.74732604625,4636.17534466893,4660.30350520216,4687.13303529253,4716.6005187413,4748.57342191913,4782.84865312048,4819.15419684978,4857.15367373937,4896.45350674588,4936.61223839167,4977.15145091501,5017.56769534942,5057.34483610525,5095.96625968018,5132.92647146327,5167.74170285987,5199.9592609039,5229.1654632106,5254.99210296153,5277.12147410106,5295.29005110968,5309.29095836187,5318.97538153286,5324.25307040846,5325.09206315318,5321.5177321206,5313.61121663943,5301.50727467974,5285.39155790693,5265.497297102,5242.10137939727,5215.51980565487,5186.10253435587,5154.22774495855,5120.29558527264,5084.72150002041,5047.92926758614,5010.34389577718,4972.38454298513
5777.8154587405,5664.49477953171,5557.36804492888,5457.6132404762,5366.21291290958,5283.94144221484,5211.35743115254,5148.80036277139,5096.39058369342,5054.03171039676,5021.41474381604,4998.02353226115,4983.1417470422,4975.86219802479,4975.1000368649,4979.61204050381,4988.02456438086,4998.87272349976,5010.65275467594,5021.88827013817,5031.20928288019,5037.44065181059,5039.69426432528,5037.45722963292,5030.66699810775,5019.76399095464,5005.71323081418,4989.98863529135,4974.51689604293,4961.58185296868,4953.69448696177,4953.43753711412,4963.29677019734,4985.4926759073,5021.82659241888,5073.55395585786,5141.29469645131,5224.98713050262,5323.88749353223,5436.61304074674,5561.22288950025,5695.3278828215,5836.21896336907,5981.00295583879,6126.73520309881,6270.54000101271,6409.7119566116,6541.7939416285,6664.62992070372,6776.39333405278,6875.5937060715,6961.06560704018,7031.94496011216,7087.6379670739,7127.78767756721,7152.2425332704,7161.03018735177,7154.33865009069,7132.50547242541,7096.01438319063,7045.4976732472,6981.74178739422,6905.69313185044,6818.4610772253,6721.31552582228,6615.67715124275,6503.099389978,6385.24231840357,6263.83952671353,6140.65986749555,6017.46641963194,5895.9751356047
7175.14241818718,7007.86920107375,6854.67618891877,6717.33638726416,6597.20250905705,6495.22327854382,6411.97054614607,6347.67258847838,6302.24911417932,6275.34274389306,6266.34042584748,6274.37730119301,6298.31612431681,6336.69846858465,6387.66996989053,6448.89020398307,6517.44690285437,6589.80181453305,6661.79912438592,6728.76496830078,6785.71724480923,6827.68923699947,6850.15062252858,6849.48868415459,6823.49496187004,6771.79202618282,6696.13426136285,6600.52658672362,6491.12497127339,6375.90959037598,6264.15134514255,6165.72045480782,6090.30749558514,6046.6392717015,6041.77261129407,6080.53880535842,6165.19190344408,6295.28867824236,6467.80065880374,6677.4330729186,6917.10507725149,7178.53248457553,7452.84925621365,7731.20699970819,8005.3012323833,8267.78716332339,8512.56382382298,8734.92124921325,8931.55922420853,9100.49663971319,9240.89728014754,9352.84101487874,9437.06949594337,9494.7333445104,9527.16416334242,9535.69005014997,9521.5078645261,9485.61941377749,9428.83207313923,9351.81743384407,9255.21496407144,9139.76223204828,9006.42994471135,8856.53970718443,8691.8453713954,8514.56483460715,8327.35720874805,8133.24893278656,7935.51998475889,7737.56643742921,7542.75735566933,7354.30241916746
9019.06685849891,8849.39661360725,8699.99024623009,8571.94224752744,8465.78601751268,8381.6199160609,8319.21450742059,8278.10937891261,8257.71602614412,8257.43736656163,8276.79602640614,8315.53942574053,8373.66984609986,8451.34208781733,8548.58656958054,8664.85234089382,8798.41608045548,8945.75751418544,9101.04366162085,9255.87984774092,9399.46553851865,9519.23683644002,9601.99297810488,9635.4071816527,9609.73282644401,9519.45411738916,9364.61109419079,9151.55858545885,8892.99383459551,8607.19498872937,8316.53286520737,8045.42955118149,7818.01993541239,7655.81285219721,7575.64216098008,7588.14850617215,7696.95060256972,7898.56601575199,8183.04210226845,8535.17280936847,8936.11719853564,9365.2065028239,9801.72862532521,10226.5079993866,10623.1470451411,10978.8536028041,11284.8369989398,11536.3054073082,11732.1330677463,11874.2852513632,11967.0926297903,12016.4588225486,12029.0708569114,12011.6675023916,11970.4086902026,11910.3815526957,11835.2732890721,11747.2344988364,11646.9450699608,11533.8761025556,11406.7166749723,11263.9078328879,11104.2046515762,10927.1775318503,10733.5708525016,10525.4614178464,10306.1966203063,10080.1345976799,9852.24571848924,9627.65735192728,9411.22677150996,9207.21038094726
11187.0050383231,11082.4690721104,10998.3892124527,10932.9242955749,10884.1568340441,10850.3771727432,10830.1270972648,10822.1128589706,10825.1515459198,10838.2968474126,10861.2042983114,10894.6697583378,10941.1516077445,11005.012721523,11092.2264194148,11209.3915954653,11362.0783211325,11552.7338510147,11778.5635171883,12029.9059385637,12289.608410755,12533.7657362903,12733.9364037791,12860.6449657092,12887.6866511741,12796.5380019744,12580.0973668761,12245.0536700051,11812.3982858054,11315.9088041763,10798.7801251857,10308.8879945983,9893.38424476354,9593.40649069289,9439.63172832841,9449.23438974296,9624.56569580163,9953.6019465361,10411.961602232,10966.1007434391,11577.1847389851,12205.1061523509,12812.167394319,13366.0542357555,13841.8701860443,14223.1567387017,14501.9661254934,14678.1608601771,14758.174350588,14753.4753192055,14678.942843465,14551.2954905072,14387.6499655943,14204.2339055476,14015.2582913601,13831.9691165844,13661.9333749134,13508.6491418809,13371.5794755182,13246.6783181134,13127.4016552231,13006.0944784916,12875.5430218889,12730.4163417533,12568.31849734,12390.2418864972,12200.3409266805,12005.1006665392,11812.1141221273,11628.7652591298,11461.1176765208,11313.2322864424
13554.2667400167,13576.9678777265,13609.7970429316,13644.8991639549,13676.6587040194,13702.0895227221,13720.2275304625,13730.9604941738,13733.9311110195,13728.116636954,13712.4278756191,13687.2637081144,13656.5357667091,13629.3822717839,13620.7282191911,13650.0621580491,13738.2478300836,13902.7596454769,14152.2689984877,14481.8575141107,14870.1797901974,15279.6040105772,15659.7748974694,15954.299397427,16109.5275715311,16083.8673947958,15855.8660337901,15429.4658870304,14835.3626183166,14128.1343325002,13379.6066025302,12669.5931496421,12075.5709659316,11662.9445313213,11477.337677618,11539.9010873337,11846.0546917045,12367.5191947348,13057.0283898548,13854.8130613931,14695.8253739677,15516.7139533098,16261.7291563847,16886.9929070532,17362.8651953412,17674.4384641401,17820.4510587391,17811.093551631,17665.2573585888,17407.731745178,17066.7076433764,16671.737954754,16252.0983281745,15835.3567601446,15445.9417506224,15103.60473461,14821.8639674335,14606.7177315894,14456.0363779542,14360.0175735609,14302.8982177108,14265.8020906904,14230.2585316931,14181.6706261165,14111.9398171882,14020.6112194089,13914.2599295989,13804.2949398484,13703.7774235872,13624.1040884674,13572.4137551979,13550.333562718
15996.7311411182,16185.0446497878,16358.697553577,16499.8926550134,16598.9736074865,16654.7695247753,16672.1572590745,16657.9976609975,16617.1398219759,16550.1430397145,16453.7546314456,16324.1961914842,16162.2622394218,15978.4567986618,15796.1419281962,15651.0520135422,15586.4594052248,15644.517881938,15855.5193696274,16227.6301045049,16739.8691914591,17340.5629040188,17952.353369836,18483.3336460099,18842.3983123697,18955.8185865744,18781.6535805593,18318.9992464648,17610.1548787098,16735.2803559,15800.6555734359,14922.8731890333,14211.9369798298,13756.2065848806,13611.5065200015,13795.7181814873,14289.0709538525,15039.3906664079,15970.9124175314,16994.9724155489,18020.9185207252,18965.8285086407,19762.000335846,20361.6070936073,20738.3492585138,20886.361858064,20817.0100019237,20554.4779939818,20131.1579250798,19583.7227563466,18950.4277321113,18269.6978124545,17579.5699346944,16917.2360956655,16317.9098944642,15812.5538412406,15424.5708055676,15166.1849688863,15035.6737086028,15016.6623960727,15080.2836532477,15190.2215596939,15309.747673831,15409.119490366,15471.4267654094,15495.2727005316,15493.5062455295,15488.3359962114,15504.2059599149,15560.4599141133,15665.8515590076,15816.3594265804
18388.2108000168,18750.0828003838,19056.4170116163,19274.5721193347,19391.2333038166,19412.5237591136,19358.0521412459,19251.3371389292,19110.1766159072,18940.4677078003,18735.7773962805,18483.0038654965,18172.3719780778,17808.4187298181,17418.0375649808,17052.2616629113,16780.1285548358,16675.2327546814,16797.8119381601,17176.7893768049,17796.6392660181,18593.0777270278,19459.5891438758,20264.1687554448,20873.0806456802,21176.5831912069,21110.9624680672,20672.0075081967,19917.0460104721,18955.2990458898,17928.9070913859,16988.8669671847,16270.8702245321,15875.5614642435,15856.29597617,16215.5605588852,16909.380509946,17857.705510664,18958.1525577663,20100.5392907519,21180.140972157,22108.2694823997,22819.3892306761,23274.4704096438,23460.6724370893,23387.8353815321,23082.677200847,22581.9908661049,21926.3555987443,21155.7489753413,20307.8862795493,19419.2038802446,18527.4089995104,17673.8070361876,16903.518506304,16262.3491912469,15790.335746884,15513.4456495158,15436.0205312309,15536.8378157836,15770.9120935516,16077.5229452047,16392.9441281096,16664.6474459172,16862.9899473573,16986.8970805421,17061.7282743644,17129.8435717248,17236.6245076329,17416.0989706772,17680.4107715996,18016.127787624
20602.2329797736,21122.1128864891,21531.9425673711,21778.6303720154,21845.6042326981,21752.5014260254,21543.8533436621,21271.1507576624,20974.6188146831,20670.8939097431,20350.699600978,19987.2765574189,19552.7840974187,19037.2264120895,18463.445775734,17892.6578026711,17417.6189963046,17144.0876364552,17164.7731267844,17532.4713286014,18239.8200344026,19211.8082435619,20314.1154732735,21376.3204091407,22225.0821547677,22719.6530163826,22781.3162778581,22409.7967156379,21682.971443541,20740.3890426625,19755.0055917454,18900.0952319524,18318.8582811369,18102.8248953392,18282.3285529929,18829.0630107185,19668.0262780345,20694.6769704112,21793.0609090684,22851.6907143348,23775.455389446,24493.1622249176,24961.0763531405,25162.9982155676,25107.2896937734,24821.2178569408,24343.2912107852,23714.8838147628,22973.0509158237,22146.5801942288,21256.6643794954,20322.1367133198,19367.4075980023,18429.7911687891,17562.524044727,16830.8328674515,16300.7256653978,16023.0287763535,16017.5085620538,16262.7256274288,16696.0722929585,17225.4724180338,17750.4050300704,18186.5692967585,18486.8720771527,18652.1717345769,18728.2058538118,18789.4167337778,18914.5396036569,19161.4317359719,19548.8138954201,20050.3143797517
22526.0614831537,23180.2567299728,23663.4059339275,23896.8758709238,23860.6649868921,23592.3880445321,23169.0711761861,22678.7292845022,22191.5149381665,21739.8301408761,21313.4990532602,20871.0776419423,20363.2180103205,19760.2348464483,19074.6771704519,18371.102606945,17758.9396759518,17369.2611350207,17321.1163973668,17686.4485504785,18463.5778342853,19567.4150551499,20840.3644314999,22082.3586699022,23093.1447472514,23716.3413923931,23874.027470414,23583.0086122382,22948.8185319767,22139.5184792413,21346.6717850538,20743.9062577173,20453.3871556426,20527.4825906152,20948.0386488949,21640.6599019768,22497.814097986,23403.4183014925,24252.8473761713,24965.187591251,25487.7177932407,25794.8115966413,25884.0750937889,25771.718734957,25487.7039879325,25070.1065689023,24558.0945271129,23983.9718419278,23366.2484578586,22706.6684218958,21993.7186403412,21213.1400327282,20362.9832524807,19468.0370655105,18587.3659389102,17810.0654189913,17238.0468165988,16959.5245455493,17021.0754750429,17407.8967507658,18040.2268494178,18789.095481419,19508.157551617,20072.597551774,20413.1109049075,20533.9954198072,20509.2152597351,20457.3458767609,20503.1644214801,20737.9581300757,21190.9220157684,21820.2527497606
